"","Provider.ID","MORT_30_AMI_denominator","MORT_30_CABG_denominator","MORT_30_COPD_denominator","MORT_30_HF_denominator","MORT_30_PN_denominator","MORT_30_STK_denominator","MORT_30_AMI_score","MORT_30_CABG_score","MORT_30_COPD_score","MORT_30_HF_score","MORT_30_PN_score","MORT_30_STK_score","PSI_4_SURG_COMP_denominator","PSI_4_SURG_COMP_score"
"305",50077,41,190,227,19,54,33,1238,2370,1562,2025,2422,1539,1491,801
"306",50078,47,NA,249,32,84,59,1577,NA,2568,75,1048,2324,NA,NA
"307",50082,34,113,238,8,80,44,1221,2636,925,1819,2089,871,6765,636
"308",50084,49,199,12,8,105,82,1445,826,1345,1942,2419,1251,947,1952
"309",50089,NA,NA,235,32,73,NA,NA,NA,2259,1670,2623,NA,NA,NA
"310",50090,NA,NA,246,31,70,53,NA,NA,1984,2324,141,2088,NA,NA
"311",50091,41,NA,227,7,43,NA,1514,NA,52,2529,39,NA,NA,NA
"312",50093,53,116,249,43,95,61,1889,646,2195,66,481,2155,1036,2062
"313",50096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",50099,18,197,235,30,60,45,1103,2194,703,1453,2341,847,6002,1674
"315",50100,68,114,231,34,75,64,697,2046,1040,1784,2019,1168,760,1710
"316",50101,57,NA,235,34,64,52,1547,NA,164,75,413,2275,NA,NA
"317",50102,50,NA,241,9,56,64,1391,NA,2738,75,1233,2088,NA,NA
"318",50103,39,NA,224,14,17,24,256,NA,365,385,1113,530,7435,803
"319",50104,41,NA,231,249,39,43,2154,NA,14,723,548,2543,3239,2037
"320",50107,40,189,24,41,122,70,737,2568,1523,1646,2437,1424,7022,1614
"321",50108,29,6,243,42,74,39,1649,1316,1351,1817,2170,1453,2213,1947
"322",50110,NA,NA,244,44,71,58,NA,NA,99,176,918,2275,NA,NA
"323",50112,31,NA,215,255,28,33,521,NA,557,1404,2381,130,65,1627
"324",50113,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,1577,NA,NA,NA
"325",50115,56,114,256,37,77,65,885,1391,1017,1503,2075,1441,5539,1728
"326",50116,28,195,237,18,41,68,1156,1959,723,1629,1940,877,6587,1918
"327",50118,40,NA,250,31,66,64,1934,NA,766,683,857,2464,NA,NA
"328",50121,65,NA,10,25,136,59,498,NA,1684,1693,2253,810,3796,1982
"329",50122,40,NA,245,59,83,65,2355,NA,530,2760,575,1769,3894,898
"330",50124,49,NA,234,44,81,76,2154,NA,557,413,1468,2497,NA,NA
"331",50125,42,114,229,256,73,44,1075,2355,1589,2059,2723,1322,648,623
"332",50126,36,NA,242,257,54,49,530,NA,630,1213,1427,256,6327,1850
"333",50127,66,NA,20,57,136,86,1215,NA,2370,2007,2760,1959,NA,NA
"334",50128,53,206,19,58,90,71,1017,2288,1328,1319,2089,1233,6812,1899
"335",50129,56,114,246,43,69,61,669,75,431,690,1128,2555,6430,968
"336",50131,NA,NA,234,27,38,55,NA,NA,2105,267,930,2324,NA,NA
"337",50132,36,NA,235,244,32,37,2515,NA,690,1221,2147,2568,3437,1874
"338",50133,46,195,245,42,94,75,1400,63,2042,2089,2607,1228,325,1833
"339",50135,26,NA,205,244,246,18,2636,NA,1174,575,2051,2464,3437,1468
"340",50136,40,NA,242,21,78,43,2370,NA,27,365,1021,2404,NA,NA
"341",50137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",50138,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,1514,NA,NA
"343",50139,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,1514,NA,NA,NA
"344",50140,54,NA,NA,29,66,NA,1112,NA,NA,1215,1640,NA,NA,NA
"345",50145,37,114,238,21,72,38,803,186,1334,1671,2657,1644,1459,1378
"346",50149,48,NA,244,12,71,38,1577,NA,1959,27,2529,2701,NA,NA
"347",50150,51,NA,230,22,45,64,2678,NA,1238,1066,2058,759,3437,1346
"348",50152,46,NA,242,21,72,44,1391,NA,488,2738,1316,108,3239,1358
"349",50153,68,NA,235,29,91,63,803,NA,759,1654,2250,646,5703,1555
"350",50158,26,NA,229,256,25,30,1959,NA,1640,186,690,1704,NA,NA
"351",50159,52,NA,246,22,102,58,1347,NA,2176,2464,348,2229,3239,1641
"352",50167,60,NA,246,23,102,71,1215,NA,1257,1882,2529,1640,NA,NA
"353",50168,49,113,253,33,64,65,1240,1984,1053,1600,2365,1395,33,796
"354",50169,35,NA,220,257,32,38,1322,NA,787,1594,2068,1192,33,586
"355",50174,47,188,251,32,94,88,1515,2594,1179,1897,2253,1616,297,1226
"356",50179,45,113,249,22,71,68,1693,1854,1113,1567,2183,176,6765,1625
"357",50180,51,NA,252,16,59,59,909,NA,1461,2144,2414,1697,7139,626
"358",50189,NA,NA,237,34,86,NA,NA,NA,1577,1167,2088,NA,NA,NA
"359",50191,33,204,226,10,35,53,2543,1167,318,186,962,2404,2837,1271
"360",50192,NA,NA,237,NA,79,NA,NA,NA,1640,NA,2582,NA,NA,NA
"361",50194,45,NA,242,43,73,58,1769,NA,63,630,1184,2690,NA,NA
"362",50195,33,193,231,25,60,56,803,2418,1306,1802,2437,1156,6113,1778
"363",50196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",50197,46,116,224,20,74,52,2105,2370,2665,1506,1616,308,5475,505
"365",50204,36,NA,237,27,84,42,498,NA,1192,1265,1460,2387,5411,1397
"366",50205,NA,NA,233,21,24,NA,NA,NA,2088,1112,431,NA,NA,NA
"367",50211,43,NA,233,24,79,38,1934,NA,2760,431,1348,27,NA,NA
"368",50222,59,199,223,10,51,29,277,2209,1416,2085,1988,955,6719,1883
"369",50224,42,109,248,41,37,39,1362,423,1710,1790,302,2161,2293,311
"370",50225,43,NA,231,14,76,43,308,NA,395,1174,2394,423,6002,637
"371",50226,49,190,233,18,31,53,2714,1577,891,1416,1521,2650,5204,1129
"372",50228,56,NA,240,35,90,101,2464,NA,2497,450,683,214,5703,1209
"373",50230,43,NA,243,8,26,35,2714,NA,2555,256,1562,1905,NA,NA
"374",50231,50,113,234,16,88,36,539,1959,582,1348,1616,930,5881,1213
"375",50232,46,194,248,44,72,48,1139,27,2714,810,1290,2738,3796,980
"376",50234,NA,NA,244,28,71,59,NA,NA,1514,1854,2568,1431,NA,NA
"377",50235,52,116,224,30,54,75,775,1347,1646,2144,2416,1716,65,1700
"378",50236,42,NA,224,22,39,51,2650,NA,803,840,1404,87,3713,1619
"379",50238,32,111,216,248,39,30,1082,2046,1526,1836,124,1468,648,334
"380",50239,27,202,216,238,27,30,1093,2404,1448,1958,2670,1093,1120,773
"381",50242,49,111,237,47,77,42,1179,2370,995,1865,1976,1416,6327,1136
"382",50243,72,205,18,24,73,96,1272,2063,891,1036,1366,1103,7335,1915
"383",50245,40,NA,235,17,62,49,1257,NA,1824,2714,205,2555,NA,NA
"384",50248,NA,NA,244,18,85,NA,NA,NA,2088,2063,2481,NA,NA,NA
"385",50254,39,NA,232,27,64,62,2432,NA,787,1265,2273,566,4392,1881
"386",50257,NA,NA,230,19,60,NA,NA,NA,1743,1547,1796,NA,NA,NA
"387",50261,70,NA,258,62,177,88,348,NA,1128,1000,1787,498,3624,1408
"388",50262,23,109,229,256,42,37,737,14,2305,1075,1380,1557,3438,1355
"389",50272,62,NA,231,27,86,44,2246,NA,176,2665,1392,256,4229,374
"390",50276,NA,NA,231,49,68,NA,NA,NA,2288,2497,2760,NA,NA,NA
"391",50278,28,NA,224,7,39,63,108,NA,1021,1753,2095,800,5945,2111
"392",50279,NA,NA,247,48,104,NA,NA,NA,186,2678,640,NA,NA,NA
"393",50280,87,114,249,65,136,102,1441,575,1441,2152,2245,1603,1436,1528
"394",50281,42,NA,228,19,11,37,1854,NA,39,2749,1809,1704,NA,NA
"395",50283,41,115,236,21,59,52,205,1112,664,1416,2273,2568,6535,1115
"396",50289,41,197,239,16,70,48,431,1610,669,1651,1855,557,6113,513
"397",50290,35,114,242,15,32,26,834,2246,816,1460,2478,630,325,1375
"398",50291,42,194,17,40,81,41,506,2370,395,669,548,2690,4624,1345
"399",50292,NA,NA,238,14,51,41,NA,NA,2432,2418,1,2370,3342,1596
"400",50295,44,NA,22,34,87,63,1984,NA,862,521,1589,299,5204,1652
"401",50296,36,NA,236,32,123,39,1547,NA,2063,2665,847,1514,NA,NA
"402",50298,45,NA,253,26,85,42,1769,NA,2529,39,75,1514,NA,NA
"403",50300,29,114,228,258,58,30,857,1905,1209,1534,1242,548,5822,791
"404",50301,58,NA,245,35,72,128,1640,NA,2606,717,1048,119,NA,NA
"405",50305,36,NA,253,31,92,19,2176,NA,328,1063,1545,1060,5411,1612
"406",50308,38,189,237,26,69,52,1017,2555,1345,1960,2685,1492,974,974
"407",50309,42,NA,220,50,79,63,1667,NA,2009,1914,2618,1716,472,322
"408",50313,44,NA,243,20,85,60,1984,NA,27,338,498,2275,NA,NA
"409",50315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",50320,58,NA,254,20,93,64,1934,NA,2246,2305,2623,1743,3539,2080
"411",50324,33,114,244,59,55,59,800,2555,471,1242,2005,1424,1644,846
"412",50327,40,114,232,8,56,47,840,2529,2636,1385,1404,1060,1852,1239
"413",50329,59,NA,247,253,62,48,1640,NA,205,894,1404,2229,2837,977
"414",50334,45,115,235,33,70,50,1302,2665,1302,1954,2145,1345,6765,385
"415",50335,56,NA,255,41,90,81,2497,NA,1075,1017,2167,557,6219,506
"416",50336,21,NA,23,25,78,84,471,NA,1302,1716,2281,357,2724,1300
"417",50342,55,NA,241,34,68,31,2529,NA,164,614,1479,214,NA,NA
"418",50348,58,193,237,26,90,86,2432,1547,2275,512,993,852,1459,1592
"419",50350,42,NA,217,256,23,60,299,NA,365,1017,1453,2131,3981,484
"420",50351,22,NA,246,14,66,56,1228,NA,1151,1873,2406,1591,760,1878
"421",50352,NA,NA,249,21,68,NA,NA,NA,1882,2404,308,NA,2945,886
"422",50353,46,116,243,9,59,39,1075,2176,862,1759,2203,1151,325,2010
"423",50357,NA,NA,NA,36,53,NA,NA,NA,NA,1112,2305,NA,NA,NA
"424",50359,52,NA,248,40,132,61,2088,NA,235,164,1072,2063,NA,NA
"425",50360,18,113,232,25,81,29,1093,1854,566,1460,2407,1348,65,1617
"426",50367,42,113,241,42,83,55,877,1391,1272,1435,1671,697,6482,1341
"427",50373,46,NA,NA,23,64,78,1391,NA,NA,2176,2046,1905,3142,1696
"428",50376,52,NA,238,34,62,61,2088,NA,1167,1796,1934,1112,2724,1481
"429",50378,NA,NA,228,24,81,NA,NA,NA,2209,1984,2288,NA,NA,NA
"430",50380,46,194,252,33,118,52,1151,2701,1242,2022,2309,1724,1288,1819
"431",50382,28,188,226,11,64,16,900,2046,1484,1644,2145,1012,6373,900
"432",50390,59,NA,244,25,52,68,521,NA,1416,1021,1676,318,5539,1470
"433",50393,33,NA,220,7,39,39,365,NA,374,1066,1272,2497,NA,NA
"434",50394,40,203,14,34,64,53,488,2229,759,1168,1776,862,6587,1711
"435",50396,31,192,236,11,53,84,1095,2749,816,1800,2262,1771,1692,1613
"436",50397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",50407,42,NA,228,16,35,38,1167,NA,450,63,750,1769,NA,NA
"438",50411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",50414,65,NA,14,39,63,58,1547,NA,664,847,1348,63,3624,1799
"440",50417,33,NA,249,21,79,50,1882,NA,99,308,1758,2701,NA,NA
"441",50423,NA,NA,248,NA,74,NA,NA,NA,1905,NA,2387,NA,NA,NA
"442",50424,32,114,231,252,56,37,2678,1610,2275,1161,759,2594,1100,605
"443",50425,NA,NA,7,NA,70,NA,NA,NA,1215,NA,1478,NA,NA,NA
"444",50426,49,NA,223,11,30,54,2568,NA,582,826,1833,2229,NA,NA
"445",50434,NA,NA,242,23,79,NA,NA,NA,1301,1854,63,NA,NA,NA
"446",50438,28,190,218,253,30,26,1021,2046,1503,1815,2602,1518,1564,1333
"447",50441,40,113,237,27,44,60,810,2568,365,1711,2279,1539,4700,1400
"448",50444,71,NA,238,41,67,60,385,NA,1770,1790,80,1063,6269,904
"449",50454,54,190,229,9,39,42,431,2176,385,1319,1909,1045,3947,315
"450",50455,64,189,237,258,91,69,606,1640,1086,1388,1585,1484,778,2100
"451",50457,38,NA,235,42,65,44,27,NA,2497,1151,1542,235,5139,598
"452",50464,45,113,256,50,102,64,1103,640,1203,1385,1833,1082,1403,1979
"453",50468,29,NA,222,8,20,42,2131,NA,506,2690,1063,1547,NA,NA
"454",50471,40,191,227,254,56,34,852,2324,385,1646,1762,27,5760,1578
"455",50481,35,192,226,246,61,52,792,1882,1086,1238,2226,780,5703,351
"456",50485,48,191,241,10,46,39,640,164,862,1603,1615,1306,590,1809
"457",50488,40,NA,242,27,106,53,63,NA,683,1269,1935,1388,6060,1304
"458",50492,53,NA,18,62,92,82,365,NA,678,1161,1894,431,6430,1773
"459",50496,51,109,235,23,46,41,548,374,1113,1594,1837,775,6327,1526
"460",50498,63,NA,244,45,72,61,2209,NA,787,205,1192,328,3044,1541
"461",50502,45,192,227,251,25,26,235,1301,557,1328,1883,2650,5822,2104
"462",50503,18,NA,227,23,73,44,865,NA,318,1633,1998,1086,5644,524
"463",50506,65,NA,251,30,84,68,1257,NA,2497,2543,900,277,2724,1778
"464",50510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",50512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",50515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",50516,42,112,258,34,60,80,1238,2464,1999,1976,2152,1949,1436,989
"468",50517,NA,NA,255,32,64,57,NA,NA,2464,2582,2515,1257,NA,NA
"469",50523,55,NA,250,26,84,35,566,NA,1198,1319,1599,2481,3142,1284
"470",50526,38,NA,220,13,24,39,1743,NA,1,27,512,1301,NA,NA
"471",50528,NA,NA,232,44,61,NA,NA,NA,2063,2418,176,NA,NA,NA
"472",50534,58,NA,252,31,77,60,2727,NA,2355,2738,1045,1547,3624,1689
"473",50537,NA,NA,246,22,105,59,NA,NA,2046,1854,318,1905,NA,NA
"474",50541,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,1478,NA,NA
"475",50543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",50545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",50546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",50548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",50549,40,195,244,8,74,45,1518,2636,1557,2058,2643,1238,1436,1784
"480",50551,37,NA,243,40,72,46,176,NA,557,1416,1873,1012,3894,1134
"481",50552,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,1167,NA,NA,NA
"482",50557,38,190,251,33,84,80,1395,267,1776,1921,2287,1238,1751,1631
"483",50561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",50567,29,112,228,23,61,56,1075,2404,1334,1849,2561,1421,922,1010
"485",50568,46,NA,14,47,103,84,14,NA,658,256,894,1547,NA,NA
"486",50570,61,115,235,25,36,27,1053,2259,1290,1432,2254,1151,7335,1775
"487",50573,25,116,244,24,53,48,1720,591,1876,2335,212,2243,1706,314
"488",50575,38,NA,224,248,16,NA,1347,NA,905,108,891,NA,2945,1191
"489",50580,41,NA,217,8,18,35,1905,NA,338,99,840,1577,NA,NA
"490",50581,59,115,244,11,67,38,119,1704,450,834,1005,365,3713,2021
"491",50586,NA,NA,239,19,48,NA,NA,NA,1934,1796,1468,NA,NA,NA
"492",50588,NA,NA,236,24,30,46,NA,NA,2582,2464,885,1112,NA,NA
"493",50589,50,NA,248,21,64,53,1640,NA,2063,205,413,1431,NA,NA
"494",50590,58,NA,238,40,84,48,2529,NA,775,816,1295,803,3437,1482
"495",50597,44,NA,233,11,43,62,1882,NA,2727,256,826,1882,3044,1802
"496",50599,41,116,223,9,42,52,1082,2464,949,1776,2165,1240,3189,1795
"497",50603,38,189,225,21,79,57,1040,1984,1492,1906,2502,1203,5475,1532
"498",50604,71,NA,NA,27,80,69,1934,NA,NA,1167,1704,1670,NA,NA
"499",50608,NA,NA,250,32,102,NA,NA,NA,2738,2340,548,NA,NA,NA
"500",50609,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,1301,NA,NA,NA
"501",50616,43,NA,245,43,117,69,2176,NA,348,1040,1697,357,2724,1659
"502",50624,20,NA,228,7,20,36,810,NA,1277,1529,2078,338,5822,1306
"503",50625,18,108,227,232,33,16,2101,431,1968,443,695,2357,5589,575
"504",50633,72,NA,18,17,88,74,1905,NA,857,498,1667,816,NA,NA
"505",50636,40,NA,242,31,105,56,1959,NA,153,852,1711,225,NA,NA
"506",50641,41,NA,234,14,56,NA,1215,NA,2131,1743,2063,NA,NA,NA
"507",50663,32,NA,220,254,257,36,1854,NA,413,2432,1585,1215,NA,NA
"508",50668,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,1670,NA,NA,NA
"509",50674,NA,NA,NA,9,61,54,NA,NA,NA,1882,2088,1478,NA,NA
"510",50677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",50678,23,114,248,25,62,26,2606,1610,598,750,1400,2340,6373,510
"512",50684,47,NA,231,38,71,57,1934,NA,75,2555,75,1547,NA,NA
"513",50686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",50688,57,NA,231,30,88,46,1854,NA,2636,640,1306,2387,NA,NA
"515",50689,61,190,249,22,46,41,2246,1257,2714,245,1251,450,NA,NA
"516",50690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",50696,NA,112,NA,17,46,49,NA,1882,NA,2749,2131,2370,3388,1009
"518",50697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",50701,51,NA,237,30,81,86,2582,NA,810,840,1409,440,3981,1185
"520",50704,NA,NA,225,245,35,47,NA,NA,338,548,1380,1391,2945,1256
"521",50708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",50709,45,NA,226,249,32,21,2432,NA,557,810,1118,2606,NA,NA
"523",50710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",50714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",50717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",50723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",50724,52,201,250,30,53,50,775,2594,925,1661,1366,2355,5881,1637
"528",50726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",50727,48,NA,255,37,80,46,2105,NA,2701,2259,1124,1547,NA,NA
"530",50732,NA,112,NA,25,NA,NA,NA,530,NA,205,NA,NA,4471,851
"531",50735,40,NA,225,14,42,38,2481,NA,2665,2760,905,1640,NA,NA
"532",50736,NA,NA,235,18,70,NA,NA,NA,2176,2154,2387,NA,NA,NA
"533",50737,44,188,229,246,15,24,164,2259,1025,1599,2274,900,5345,574
"534",50738,NA,NA,241,19,30,NA,NA,NA,1670,1610,450,NA,NA,NA
"535",50739,12,NA,215,230,13,252,955,NA,1876,2143,2051,980,7182,2169
"536",50740,31,NA,227,19,64,45,2046,NA,2701,498,1128,2046,NA,NA
"537",50742,41,NA,222,248,17,15,2229,NA,803,800,1972,2464,NA,NA
"538",50744,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,2229,NA,NA,NA
"539",50745,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,2209,NA,NA,NA
"540",50746,37,NA,249,61,139,90,2131,NA,1640,1934,225,87,4624,2044
"541",50747,NA,NA,NA,25,91,NA,NA,NA,NA,1347,14,NA,NA,NA
"542",50748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",50751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",50754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",50755,253,NA,223,249,15,31,894,NA,2665,658,993,2007,3894,637
"546",50757,56,NA,219,12,48,49,2678,NA,557,557,1603,2450,4143,606
"547",50758,NA,NA,228,22,56,NA,NA,NA,1514,1391,2738,NA,NA,NA
"548",50760,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,2046,NA,NA
"549",50761,26,190,233,242,39,33,847,1959,1348,2068,2493,1045,33,971
"550",50763,NA,NA,216,11,25,NA,NA,NA,591,1769,431,NA,NA,NA
"551",50764,36,112,236,24,67,35,1017,2760,1357,1842,1942,1099,173,1780
"552",50765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",50766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",50767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",50769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4624,772
"556",50770,39,114,219,24,43,37,308,2229,862,958,905,2387,3624,1371
"557",50771,55,NA,237,7,48,NA,1391,NA,2594,2543,664,NA,NA,NA
"558",50772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",50773,35,NA,230,23,81,51,1112,NA,2515,87,318,1547,NA,NA
"560",50775,57,NA,249,24,86,53,2194,NA,2088,2305,214,2088,2945,1489
"561",50776,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,2131,NA,NA,NA
"562",50777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",50778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",50779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",50780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",50781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",51300,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,1796,NA,NA,NA
"568",51301,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,1301,NA,NA,NA
"569",51302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",51303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",51304,NA,NA,236,23,90,NA,NA,NA,1167,1112,1824,NA,NA,NA
"572",51305,NA,NA,245,28,70,NA,NA,NA,1431,1478,1854,NA,NA,NA
"573",51306,NA,NA,NA,24,55,NA,NA,NA,NA,1347,1478,NA,NA,NA
"574",51307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",51308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",51309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",51310,NA,NA,NA,40,89,46,NA,NA,NA,2176,2555,1431,NA,NA
"578",51311,NA,NA,238,41,66,NA,NA,NA,1167,1704,374,NA,NA,NA
"579",51312,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,1514,NA,NA,NA
"580",51314,NA,NA,236,26,56,NA,NA,NA,1796,1112,52,NA,NA,NA
"581",51315,NA,NA,NA,20,56,NA,NA,NA,NA,1704,2340,NA,NA,NA
"582",51316,NA,NA,255,30,87,55,NA,NA,2714,1905,582,1704,NA,NA
"583",51317,NA,NA,232,10,52,NA,NA,NA,2749,2154,548,NA,NA,NA
"584",51318,NA,NA,14,38,92,87,NA,NA,2370,2288,75,1743,NA,NA
"585",51319,NA,NA,249,53,88,85,NA,NA,1610,1905,2568,1112,NA,NA
"586",51320,NA,NA,241,20,74,NA,NA,NA,2259,1796,87,NA,NA,NA
"587",51321,NA,NA,253,31,83,32,NA,NA,1882,1882,99,1769,NA,NA
"588",51323,NA,NA,237,NA,NA,NA,NA,NA,1167,NA,NA,NA,NA,NA
"589",51324,NA,NA,244,NA,97,NA,NA,NA,1547,NA,2432,NA,NA,NA
"590",51325,NA,NA,243,44,65,58,NA,NA,1824,2418,277,1670,NA,NA
"591",51326,NA,NA,244,43,60,NA,NA,NA,1167,1347,1670,NA,NA,NA
"592",51327,NA,NA,NA,32,68,NA,NA,NA,NA,1478,1854,NA,NA,NA
"593",51328,NA,NA,NA,12,74,NA,NA,NA,NA,1547,2176,NA,NA,NA
"594",51329,NA,NA,249,40,69,54,NA,NA,2760,2714,894,2176,NA,NA
"595",51330,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,1547,NA,NA,NA
"596",51331,NA,NA,NA,37,67,NA,NA,NA,NA,1640,2370,NA,NA,NA
"597",51332,NA,NA,236,33,81,58,NA,NA,2650,2515,630,1854,NA,NA
"598",51333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",51334,NA,NA,245,NA,100,NA,NA,NA,1610,NA,2555,NA,NA,NA
"600",51335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",53300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",53301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",53302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",53303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",53304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",53305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",53306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",53308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",53309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",53310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",53311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",60001,29,115,256,39,54,69,1233,1704,1151,1498,2106,723,802,319
"613",60003,40,NA,254,20,63,65,2714,NA,891,891,1313,2727,5593,1651
"614",60004,46,NA,10,16,87,61,1882,NA,2418,2288,348,2063,NA,NA
"615",60006,36,NA,252,42,103,41,2464,NA,2418,2606,582,2154,NA,NA
"616",60008,NA,NA,253,19,87,60,NA,NA,1391,1796,318,1112,NA,NA
"617",60009,37,116,257,25,58,64,787,1391,847,1362,2068,826,6482,740
"618",60010,48,NA,247,48,56,62,440,NA,1045,1371,2207,852,6535,1025
"619",60011,38,NA,228,23,61,51,1882,NA,1984,2305,2418,1391,5204,1835
"620",60012,55,NA,245,21,47,96,308,NA,598,646,1066,153,4229,1379
"621",60013,34,NA,242,17,75,59,2749,NA,2529,2387,810,2131,3142,1406
"622",60014,45,NA,246,29,74,61,2194,NA,1882,2690,176,1431,6941,961
"623",60015,25,188,255,23,47,82,759,1670,423,918,1552,1134,1100,863
"624",60016,NA,NA,246,25,70,71,NA,NA,1824,2650,539,1824,NA,NA
"625",60020,43,200,248,17,32,96,1209,1769,1807,1357,2126,993,1141,1829
"626",60022,31,199,14,39,105,64,1385,338,1461,1732,2439,1371,1388,2058
