"","Provider.ID","Score.OP_10","Score.OP_11","Score.OP_13","Score.OP_14","Score.OP_8","Score.OP_9"
"1921",50108,-0.817440361108648,-0.491372564571438,-0.341081447128859,0.0601511154170239,NA,NA
"1927",50110,0.589544633281237,-0.320158514719206,-0.440505097208977,1.45192107213444,-0.0976722003041724,-0.781080304282642
"1933",50112,0.237798384683766,1.10091809905432,NA,NA,-1.39580388574218,NA
"1939",50113,-0.153030780424536,0.724247189379412,-1.3850297729701,NA,NA,NA
"1945",50115,-0.797898902853233,-0.542736779527108,-0.937623347609566,0.756036093775735,NA,NA
"1951",50116,-0.69042088244845,-0.285915704748759,2.69133988031473,NA,NA,-1.14034932305355
"1957",50118,-0.299591717340149,0.107876609911375,NA,-0.635733862941686,-0.991940694717023,-0.60144579489719
"1963",50121,2.1040076480759,5.24429810547835,NA,-0.0469081120227776,-1.583311795861,1.01526478957188
"1969",50122,-0.836981819364063,-0.542736779527108,NA,NA,NA,NA
"1975",50124,-0.026011301764338,-0.542736779527108,NA,NA,-0.0255537733353942,-1.18026810291698
"1981",50125,-0.788128173725526,-0.457129754600992,-1.3850297729701,0.220739956576726,NA,-0.900836643872944
"1987",50126,-0.309362446467856,1.42622479377357,NA,1.29133223097474,NA,NA
"1993",50127,-0.153030780424536,-0.542736779527108,NA,-0.956911545261091,NA,NA
"1999",50128,-0.367986821234102,-0.542736779527108,-1.1364706477698,-0.20749695318248,NA,-0.521608235170322
"2005",50129,0.345276405088548,3.12124388731067,-1.23589429784992,-1.06397077270089,NA,0.795711500322997
"2011",50131,-0.416840466872639,0.587275949497626,NA,-0.742793090381488,NA,-0.421811285511737
"2017",50132,-0.319133175595564,-0.371522729674876,NA,-0.635733862941686,NA,0.0172952929860357
"2023",50133,-0.622025778554497,-0.525615374541885,0.702866878712378,-0.475145021781984,NA,1.33461502847935
"2029",50135,-0.76858671547011,-0.542736779527108,NA,NA,NA,NA
"2035",50136,-0.563401403788252,-0.388644134660099,NA,-0.368085794342182,NA,0.0771734627811867
"2041",50137,NA,NA,NA,NA,NA,NA
"2047",50138,NA,NA,NA,NA,NA,NA
"2053",50139,NA,NA,NA,NA,NA,NA
"2059",50140,NA,NA,NA,NA,NA,NA
"2065",50145,-0.641567236809913,-0.542736779527108,-0.390793272168918,-1.3316188413004,-0.573653818298108,0.496320651347243
"2071",50149,-0.758815986342403,-0.251672894778313,0.354884103431966,NA,NA,-0.182298606331134
"2077",50150,-0.0162405726366303,-0.0119732249851875,-0.2913696220888,-0.582204249221786,-0.515959076723086,-0.840958474077793
"2083",50152,-0.582942862043667,-0.405765539645322,-0.191945972008683,NA,0.609088383989854,0.795711500322997
"2089",50153,-0.817440361108648,-0.542736779527108,-1.53416524809027,-0.475145021781984,0.767748923321166,-0.761120914350925
"2095",50158,-0.876064735874893,NA,NA,1.82662836817375,NA,NA
"2101",50159,0.824042132346217,-0.542736779527108,0.802290528792496,-0.528674635501885,NA,-0.980674203599812
"2107",50167,-0.514547758149715,-0.542736779527108,-2.32955444873122,NA,NA,-0.341973725784869
"2113",50168,2.32873441801318,-0.217430084807866,0.802290528792496,-0.84985231782129,-1.26599071719838,-0.641364574760624
"2119",50169,1.0585396314112,-0.354401324689652,0.205748628311789,-0.582204249221786,-0.991940694717023,-0.262136166058002
"2125",50174,-0.514547758149715,-0.457129754600992,-1.88214802337069,-0.582204249221786,-0.847703840779466,-0.621405184828907
"2131",50179,-0.749045257214695,-0.542736779527108,NA,0.274269570296627,NA,-0.00266409694568118
"2137",50180,-0.69042088244845,-0.542736779527108,-0.142234146968623,-0.153967339462579,NA,-0.282095555989719
"2143",50189,-0.749045257214695,-0.542736779527108,NA,NA,NA,-1.0804711532584
"2149",50191,0.159632551662105,1.28925355389178,-0.73877604744933,NA,NA,-0.761120914350925
"2155",50192,0.433212967237916,NA,NA,NA,NA,-0.461730065375171
"2161",50194,-0.553630674660545,-0.542736779527108,-0.639352397369213,-1.3851484550203,NA,-1.04055237339496
"2167",50195,-0.465694112511177,0.518790329556733,1.10056147903285,-0.582204249221786,NA,0.0572140728494695
"2173",50196,NA,NA,NA,NA,NA,NA
"2179",50197,-0.231196613446196,-0.457129754600992,NA,-0.314556180622282,0.536969957021076,0.0971328527129036
"2185",50204,-0.661108695065328,-0.303037109733983,NA,NA,NA,NA
"2191",50205,NA,NA,NA,-1.4922076824601,NA,NA
"2197",50211,0.0423838021296149,-0.542736779527108,NA,NA,NA,0.616076990937544
"2203",50222,-0.856523277619478,-0.542736779527108,NA,-0.261026566902381,NA,NA
"2209",50224,0.286652030322303,0.638640164453296,1.54796790439338,-0.261026566902381,-0.386145908179285,-0.421811285511737
"2215",50225,0.579773904153529,-0.337279919704429,-1.03704699768968,-0.421615408062083,-0.414993278966797,0.755792720459563
"2221",50226,0.403900779854794,-0.542736779527108,NA,-0.84985231782129,NA,0.97534600970845
"2227",50228,0.0716959895127374,-0.422886944630545,NA,1.13074338981504,3.00342015935329,-0.60144579489719
"2233",50230,0.589544633281237,NA,NA,NA,NA,NA
"2239",50231,-0.231196613446196,-0.542736779527108,-1.53416524809027,-1.01044115898099,NA,-0.980674203599812
"2245",50232,0.960832340134123,2.88154421751754,NA,-0.20749695318248,NA,-0.222217386194568
"2251",50234,-0.319133175595564,-0.542736779527108,NA,NA,NA,-0.102461046604266
"2257",50235,-0.026011301764338,0.244847849793161,-1.28560612288998,-0.153967339462579,NA,-0.0825016566725491
"2263",50236,0.00330088561878468,-0.474251159586215,NA,NA,0.796596294108678,0.396523701688658
"2269",50238,-0.836981819364063,-0.542736779527108,-1.08675882272974,0.274269570296627,NA,NA
"2275",50239,0.85335431972934,-0.354401324689652,0.255460453351848,0.916624934935437,0.19080150757094,-0.122420436535983
"2281",50242,-0.670879424193035,-0.491372564571438,0.255460453351848,-0.689263476661587,NA,NA
"2287",50243,-0.172572238679951,-0.542736779527108,-1.23589429784992,-0.421615408062083,NA,1.23481807882077
"2293",50245,-0.416840466872639,-0.474251159586215,NA,-0.582204249221786,NA,-0.202257996262851
"2299",50248,-0.602484320299082,-0.542736779527108,-2.32955444873122,0.809565707495635,NA,0.436442481552092
"2305",50254,0.276881301194596,-0.457129754600992,0.504019578552142,-0.582204249221786,0.176377822177185,1.07514295936703
"2311",50257,NA,NA,NA,NA,NA,NA
"2317",50261,1.68386629558448,2.0425953732416,NA,-0.475145021781984,-1.85736181834236,-0.302054945921435
"2323",50262,2.27011004324693,0.364697684689724,0.901714178872614,-0.153967339462579,-0.70346698684191,-0.441770675443454
"2329",50272,-0.123718593041413,-0.542736779527108,-2.32955444873122,-0.635733862941686,NA,-0.40185189558002
"2335",50276,-0.0846356765305832,0.00514818000003578,-1.63358889817039,NA,NA,-1.12038993312183
"2341",50278,-0.592713591171375,-0.217430084807866,-0.539928747289095,-0.0469081120227776,NA,0.935427229845015
"2347",50279,-0.348445362978687,0.0393909899704822,NA,-0.635733862941686,NA,0.137051632576337
"2353",50280,-0.827211090236356,-0.542736779527108,1.79652702959367,-0.421615408062083,NA,NA
"2359",50281,0.306193488577718,0.809854214305528,NA,2.79016141513197,NA,NA
"2365",50283,-0.201884426063073,-0.542736779527108,-0.539928747289095,-0.742793090381488,1.01295157501501,0.216889192303205
"2371",50289,0.89243723624017,0.210605039822715,-0.788487872489389,-0.635733862941686,-0.0255537733353942,0.0172952929860357
"2377",50290,-0.622025778554497,-0.474251159586215,2.39306893007438,1.23780261725484,NA,0.436442481552092
"2383",50291,-0.602484320299082,-0.148944464866974,NA,-0.368085794342182,NA,NA
"2389",50292,0.716564111941435,1.71728867852236,NA,NA,NA,1.35457441841107
"2395",50295,-0.817440361108648,-0.166065869852197,NA,-0.314556180622282,NA,-0.182298606331134
"2401",50296,2.08446618982049,-0.457129754600992,NA,NA,0.436004159264787,-0.162339216399417
"2407",50298,-0.680650153320743,0.124998014896598,NA,1.66603952701405,NA,0.456401871483808
"2413",50300,-0.328903904723272,-0.114701654896527,-0.0925223219285646,-0.84985231782129,NA,-1.41978078209758
"2419",50301,-0.026011301764338,-0.148944464866974,-0.639352397369213,NA,1.05622263119628,-0.621405184828907
"2425",50305,-0.485235570766592,-0.405765539645322,0.951426003912672,-0.582204249221786,NA,-0.781080304282642
"2431",50308,-0.397299008617224,-0.354401324689652,NA,-0.84985231782129,NA,1.19489929895734
"2437",50309,-0.827211090236356,-0.542736779527108,-1.18618247280986,-0.368085794342182,NA,NA
"2443",50313,-0.240967342573904,-0.354401324689652,NA,NA,NA,-0.182298606331134
"2449",50315,-0.61225504942679,-0.542736779527108,NA,NA,NA,-0.381892505648303
"2455",50320,0.110778906023568,-0.148944464866974,-0.0925223219285646,2.62957257397226,NA,-0.282095555989719
"2461",50324,-0.0553234891474605,-0.148944464866974,-1.1364706477698,0.274269570296627,NA,0.0572140728494695
"2467",50327,2.03561254418195,0.313333469734054,1.00113782895273,0.167210342856826,-0.0688248295166607,0.955386619776732
"2473",50329,0.296422759450011,-0.320158514719206,-0.241657797048741,-0.421615408062083,NA,0.196929802371488
"2479",50334,-0.856523277619478,-0.542736779527108,-0.142234146968623,-1.2780892275805,NA,0.536239431210676
"2485",50335,0.0912374477681525,-0.542736779527108,-0.788487872489389,-0.314556180622282,-1.26599071719838,-0.461730065375171
"2491",50336,-0.289820988212441,-0.320158514719206,-0.390793272168918,0.0601511154170239,NA,NA
"2497",50342,-0.211655155190781,0.809854214305528,NA,-0.475145021781984,NA,0.636036380869261
"2503",50348,-0.309362446467856,-0.542736779527108,0.255460453351848,0.0601511154170239,-0.458264335148063,0.256807972166639
"2509",50350,-0.524318487277422,-0.542736779527108,NA,1.13074338981504,NA,-0.421811285511737
"2515",50351,0.0716959895127374,-0.525615374541885,0.305172278391907,-0.635733862941686,1.1139173727713,-0.302054945921435
"2521",50352,-0.026011301764338,-0.422886944630545,-0.142234146968623,NA,1.57547530537148,-0.541567625102039
"2527",50353,-0.582942862043667,-0.371522729674876,-0.73877604744933,0.327799184016528,NA,-0.361933115716586
"2533",50357,-0.661108695065328,-0.542736779527108,NA,NA,NA,0.276767362098356
"2539",50359,-0.221425884318489,-0.18318727483742,NA,-0.796322704101389,NA,-0.0425828768091153
"2545",50360,-0.475464841638885,-0.474251159586215,-0.341081447128859,-0.956911545261091,NA,-0.341973725784869
"2551",50367,-0.836981819364063,-0.542736779527108,-0.241657797048741,0.274269570296627,NA,NA
"2557",50373,-0.231196613446196,-0.268794299763536,NA,NA,NA,NA
"2563",50376,-0.172572238679951,-0.251672894778313,NA,NA,NA,NA
"2569",50378,-0.876064735874893,NA,NA,NA,NA,NA
"2575",50380,-0.504777029022007,-0.457129754600992,-0.191945972008683,-0.153967339462579,NA,1.07514295936703
"2581",50382,1.1855591100714,1.16940371899522,-0.589640572329154,-0.582204249221786,NA,-0.102461046604266
"2587",50390,3.67709503763682,-0.542736779527108,NA,-0.635733862941686,NA,NA
"2593",50393,-0.192113696935366,0.0736337999409288,NA,-1.4922076824601,NA,-0.122420436535983
"2599",50394,0.69702265368602,3.34382215211857,0.60344322863226,-0.903381931541191,NA,NA
"2605",50396,-0.57317213291596,-0.542736779527108,-0.937623347609566,1.23780261725484,0.29176730532723,-1.319983832439
"2611",50397,0.472295883748746,NA,NA,NA,NA,-0.381892505648303
"2617",50407,-0.309362446467856,-0.474251159586215,-1.1364706477698,-1.3316188413004,NA,-1.14034932305355
"2623",50411,NA,NA,NA,NA,NA,NA
"2629",50414,-0.65133796593762,-0.542736779527108,-0.937623347609566,0.00662150169712307,NA,NA
"2635",50417,0.843583590601633,-0.200308679822643,NA,NA,-1.41022757113594,-0.880877253941227
"2641",50423,-0.153030780424536,4.18277099639451,NA,1.34486184469464,NA,-1.14034932305355
"2647",50424,0.687251924558312,-0.405765539645322,-0.142234146968623,-0.153967339462579,-0.544806447510597,0.0971328527129036
"2653",50425,NA,NA,NA,NA,NA,NA
"2659",50426,-0.192113696935366,-0.148944464866974,NA,1.45192107213444,NA,NA
"2665",50434,-0.65133796593762,-0.542736779527108,NA,NA,NA,-0.381892505648303
"2671",50438,-0.797898902853233,-0.542736779527108,-1.33531794793004,0.0601511154170239,NA,NA
"2677",50441,-0.250738071701611,-0.542736779527108,0.553731403592201,0.756036093775735,-1.66985390822354,-0.721202134487491
"2683",50444,-0.465694112511177,-0.114701654896527,NA,-0.742793090381488,NA,-0.0625422667408322
"2689",50454,0.394130050727086,-0.303037109733983,0.205748628311789,-1.01044115898099,-1.15060123404833,-0.501648845238605
"2695",50455,2.84658306178168,-0.525615374541885,0.901714178872614,0.488388025176231,0.695630496352388,1.07514295936703
"2701",50457,-0.426611196000347,-0.474251159586215,-0.589640572329154,-0.742793090381488,0.363885732296009,0.596117601005827
"2707",50464,-0.69042088244845,-0.542736779527108,-1.33531794793004,-0.528674635501885,NA,NA
"2713",50468,-0.778357444597818,NA,NA,NA,NA,NA
"2719",50471,-0.475464841638885,0.587275949497626,-1.48445342305021,1.07721377609514,NA,NA
"2725",50481,-0.758815986342403,-0.542736779527108,-0.589640572329154,-0.0469081120227776,NA,-0.242176776126285
"2731",50485,0.149861822534398,0.912582644216868,-0.341081447128859,-0.635733862941686,NA,-0.421811285511737
"2737",50488,-0.387528279489517,-0.491372564571438,NA,0.167210342856826,NA,-0.60144579489719
"2743",50492,-0.446152654255762,-0.388644134660099,NA,-0.956911545261091,NA,0.0372546829177526
"2749",50496,-0.788128173725526,-0.542736779527108,0.504019578552142,-0.528674635501885,NA,0.137051632576337
"2755",50498,-0.133489322169121,-0.422886944630545,1.34912060423314,-0.742793090381488,NA,2.53217842438237
"2761",50502,1.91836379464946,2.00835256327116,0.056613153191612,NA,NA,-0.980674203599812
"2767",50503,-0.367986821234102,-0.166065869852197,-0.0925223219285646,-0.153967339462579,0.724477867139899,0.176970412439771
"2773",50506,-0.0748649474028757,-0.388644134660099,NA,-1.3316188413004,NA,NA
"2779",50510,NA,NA,NA,NA,NA,NA
"2785",50512,NA,NA,NA,NA,NA,NA
"2791",50515,NA,NA,NA,NA,NA,NA
"2797",50516,-0.719733069831573,-0.474251159586215,-0.490216922249036,1.29133223097474,NA,NA
"2803",50517,-0.426611196000347,NA,NA,1.66603952701405,NA,-1.16030871298526
"2809",50523,-0.524318487277422,-0.542736779527108,0.653155053672319,-0.956911545261091,NA,-0.761120914350925
"2815",50526,-0.602484320299082,NA,NA,2.09427643677325,NA,NA
"2821",50528,-0.582942862043667,0.193483634837491,NA,-0.796322704101389,NA,1.47433075800137
"2827",50534,-0.416840466872639,NA,NA,-1.4922076824601,NA,NA
"2833",50537,-0.827211090236356,-0.337279919704429,0.15603680327173,NA,NA,NA
"2839",50541,NA,NA,NA,NA,NA,NA
"2845",50543,NA,NA,NA,NA,NA,NA
"2851",50545,NA,NA,NA,NA,NA,NA
"2857",50546,NA,NA,NA,NA,NA,NA
"2863",50548,NA,NA,NA,NA,NA,NA
"2869",50549,1.1953298391991,-0.474251159586215,0.951426003912672,1.39839145841454,NA,-0.681283354624058
"2875",50551,-0.250738071701611,-0.508493969556662,NA,NA,NA,-0.940755423736378
"2881",50552,NA,-0.542736779527108,NA,NA,NA,0.0771734627811867
"2887",50557,-0.846752548491771,-0.491372564571438,-0.589640572329154,-0.100437725742678,NA,NA
"2893",50561,NA,NA,NA,NA,NA,NA
"2899",50567,0.745876299324557,-0.251672894778313,1.3988324292732,-0.100437725742678,1.22930685592135,0.935427229845015
"2905",50568,-0.201884426063073,-0.0119732249851875,NA,NA,NA,-0.960714813668095
"2911",50570,-0.592713591171375,-0.320158514719206,-0.241657797048741,-1.3316188413004,NA,0.875549060049865
"2917",50573,0.726334841069142,0.963946859172538,-0.390793272168918,-0.100437725742678,NA,-0.222217386194568
"2923",50575,-0.72950379895928,NA,NA,NA,NA,NA
"2929",50580,-0.133489322169121,NA,NA,NA,NA,-0.122420436535983
"2935",50581,-0.387528279489517,-0.440008349615769,NA,-1.17103000014069,NA,1.25477746875249
"2941",50586,-0.0944064056582907,NA,NA,NA,NA,NA
"2947",50588,-0.876064735874893,NA,NA,NA,NA,-1.02059298346325
"2953",50589,-0.0944064056582907,-0.542736779527108,NA,0.863095321215536,NA,0.596117601005827
"2959",50590,-0.778357444597818,-0.251672894778313,1.34912060423314,-0.20749695318248,NA,NA
"2965",50597,0.17917400991752,0.604397354482849,NA,NA,NA,0.137051632576337
"2971",50599,-0.0748649474028757,-0.491372564571438,0.00690132815155329,-0.0469081120227776,-0.977517009323267,-0.282095555989719
"2977",50603,0.570003175025822,0.45030470961584,1.54796790439338,-0.368085794342182,NA,-0.222217386194568
"2983",50604,NA,NA,NA,NA,NA,NA
"2989",50608,1.66432483732907,2.45350909288696,NA,-0.635733862941686,NA,-1.0804711532584
"2995",50609,NA,NA,NA,NA,NA,NA
"3001",50616,-0.719733069831573,-0.542736779527108,NA,-0.100437725742678,NA,-0.521608235170322
"3007",50624,-0.680650153320743,-0.542736779527108,0.00690132815155329,1.13074338981504,NA,-0.541567625102039
"3013",50625,-0.563401403788252,-0.508493969556662,0.354884103431966,0.113680729136925,-0.299603795816751,-0.262136166058002
"3019",50633,-0.641567236809913,-0.542736779527108,NA,-1.2245596138606,NA,NA
"3025",50636,-0.661108695065328,-0.337279919704429,-0.0925223219285646,0.43485841145633,NA,0.157011022508054
"3031",50641,NA,NA,NA,NA,NA,NA
"3037",50663,NA,NA,NA,NA,NA,NA
"3043",50668,NA,NA,NA,NA,NA,NA
"3049",50674,NA,NA,NA,NA,NA,NA
"3055",50677,NA,NA,NA,NA,NA,NA
"3061",50678,1.82065650337239,4.38822785621719,0.404595928472025,-0.582204249221786,NA,0.0172952929860357
"3067",50684,3.03222691520812,-0.542736779527108,NA,NA,NA,NA
"3073",50686,NA,NA,NA,NA,NA,NA
"3079",50688,-0.436381925128054,-0.542736779527108,NA,NA,NA,-0.381892505648303
"3085",50689,-0.143260051296828,-0.457129754600992,-0.639352397369213,NA,NA,-0.661323964692341
"3091",50690,NA,NA,NA,NA,NA,NA
"3097",50696,2.55346118795045,-0.405765539645322,0.504019578552142,-0.956911545261091,0.464851530052297,NA
"3103",50697,NA,NA,NA,NA,NA,NA
"3109",50701,-0.680650153320743,0.142119419881822,NA,0.541917638896131,NA,-0.801039694214359
"3115",50704,-0.524318487277422,NA,-0.341081447128859,NA,NA,NA
"3121",50708,NA,NA,NA,NA,NA,NA
"3127",50709,-0.00646984350892281,-0.542736779527108,NA,NA,NA,NA
"3133",50710,NA,NA,NA,NA,NA,NA
"3139",50714,NA,NA,NA,NA,NA,NA
"3145",50717,NA,NA,NA,NA,NA,NA
"3151",50723,NA,NA,NA,NA,NA,NA
"3157",50724,-0.622025778554497,-0.542736779527108,NA,NA,NA,NA
"3163",50726,5.32834826021939,NA,NA,NA,NA,1.41445258820622
"3169",50727,-0.876064735874893,NA,NA,NA,NA,NA
"3175",50732,0.472295883748746,0.193483634837491,NA,NA,NA,NA
"3181",50735,0.872895777984755,NA,NA,1.71956914073395,NA,0.0971328527129036
"3187",50736,3.77480232891389,-0.542736779527108,NA,-1.2245596138606,NA,-0.322014335853152
"3193",50737,0.931520152751,NA,NA,-1.4922076824601,NA,NA
"3199",50738,NA,NA,NA,2.14780605049316,NA,NA
"3205",50739,-0.446152654255762,0.981068264157761,NA,0.0601511154170239,NA,1.05518356943532
"3211",50740,0.833812861473925,NA,NA,1.18427300353494,NA,NA
"3217",50742,-0.709962340703865,-0.542736779527108,NA,NA,NA,-0.381892505648303
"3223",50744,NA,NA,NA,NA,NA,NA
"3229",50745,-0.700191611576158,NA,NA,NA,NA,NA
"3235",50746,-0.876064735874893,-0.200308679822643,NA,0.916624934935437,NA,NA
"3241",50747,NA,NA,NA,-1.4922076824601,NA,NA
"3247",50748,NA,NA,NA,NA,NA,NA
"3253",50751,NA,NA,NA,NA,NA,NA
"3259",50754,NA,NA,NA,NA,NA,NA
"3265",50755,-0.661108695065328,NA,NA,2.41545411909266,NA,NA
"3271",50757,-0.641567236809913,-0.371522729674876,NA,NA,NA,NA
