"","Provider.ID","Score.OP_10","Score.OP_11","Score.OP_13","Score.OP_14","Score.OP_8","Score.OP_9"
"4477",100022,-0.797898902853233,-0.440008349615769,0.60344322863226,1.29133223097474,NA,-0.182298606331134
"4483",100023,0.247569113811473,0.690004379408966,1.69710337951356,-0.421615408062083,NA,-0.541567625102039
"4489",100025,-0.289820988212441,-0.320158514719206,-0.390793272168918,0.113680729136925,-1.46792231271096,0.256807972166639
"4495",100026,0.335505675960841,-0.148944464866974,0.504019578552142,-0.368085794342182,-1.30926177337965,0.995305399640166
"4501",100028,0.0326130730019074,-0.268794299763536,0.255460453351848,-1.3851484550203,-1.51119336889223,-0.960714813668095
"4507",100029,-0.407069737744932,-0.320158514719206,NA,-0.20749695318248,NA,-0.501648845238605
"4513",100030,-0.700191611576158,-0.13182305988175,0.15603680327173,0.220739956576726,NA,-1.00063359353153
"4519",100032,-0.602484320299082,-0.542736779527108,-1.53416524809027,1.55898029957425,NA,-0.820999084146076
"4525",100034,1.03899817315578,2.7788157876062,0.00690132815155329,0.43485841145633,0.0609883390271399,1.57412770765996
"4531",100035,-0.4950062998943,-0.542736779527108,-0.0925223219285646,0.488388025176231,NA,-0.581486404965473
"4537",100038,-0.426611196000347,0.00514818000003578,NA,0.648976866335933,NA,2.17290940561147
"4543",100039,-0.485235570766592,0.142119419881822,1.3988324292732,1.88015798189365,NA,0.216889192303205
"4549",100040,-0.0357820308920455,-0.354401324689652,0.255460453351848,0.00662150169712307,-0.876551211566977,0.256807972166639
"4555",100043,-0.0162405726366303,-0.542736779527108,NA,1.18427300353494,NA,-0.641364574760624
"4561",100044,-0.602484320299082,-0.285915704748759,0.951426003912672,-0.153967339462579,-0.184214312666706,0.436442481552092
"4567",100045,-0.397299008617224,-0.542736779527108,NA,-0.20749695318248,-0.919822267748244,0.416483091620375
"4573",100046,0.872895777984755,-0.200308679822643,2.39306893007438,0.595447252616032,NA,0.915467839913298
"4579",100047,-0.397299008617224,-0.217430084807866,NA,1.71956914073395,NA,2.69185354383611
"4585",100048,1.36143223437013,NA,NA,NA,NA,0.31668614196179
"4591",100049,0.687251924558312,0.535911734541956,NA,NA,NA,-0.1423798264677
"4597",100050,-0.680650153320743,-0.0290946299704107,NA,2.25486527793296,NA,-0.920796033804661
"4603",100051,-0.367986821234102,-0.405765539645322,0.255460453351848,0.167210342856826,NA,0.157011022508054
"4609",100052,-0.387528279489517,1.46046760374401,2.59191623023462,-0.20749695318248,NA,0.735833330527846
"4615",100053,-0.563401403788252,-0.542736779527108,NA,1.13074338981504,NA,0.655995770800978
"4621",100054,2.34827587626859,-0.542736779527108,NA,0.595447252616032,NA,1.35457441841107
"4627",100055,-0.123718593041413,-0.148944464866974,NA,NA,NA,-0.222217386194568
"4633",100057,-0.465694112511177,-0.457129754600992,-0.490216922249036,0.916624934935437,-0.573653818298108,-0.421811285511737
"4639",100062,-0.680650153320743,-0.18318727483742,-0.539928747289095,0.167210342856826,NA,NA
"4645",100063,-0.622025778554497,-0.542736779527108,NA,0.756036093775735,NA,NA
"4651",100067,0.0619252603850299,-0.354401324689652,0.15603680327173,-0.421615408062083,1.41681476604017,-0.561527015033756
"4657",100068,-0.397299008617224,-0.405765539645322,-1.03704699768968,0.43485841145633,NA,0.0971328527129036
"4663",100069,-0.827211090236356,5.41551215533058,NA,1.45192107213444,NA,NA
"4669",100070,-0.133489322169121,-0.525615374541885,1.10056147903285,0.167210342856826,NA,-0.521608235170322
"4675",100071,0.120549635151275,-0.0119732249851875,NA,2.09427643677325,NA,1.47433075800137
"4681",100072,-0.328903904723272,-0.474251159586215,NA,-0.421615408062083,NA,1.17493990902562
"4687",100073,-0.543859945532837,-0.542736779527108,0.901714178872614,-0.475145021781984,-0.198637998060462,1.95335611636258
"4693",100075,-0.788128173725526,-0.457129754600992,0.802290528792496,-0.153967339462579,NA,0.0372546829177526
"4699",100077,-0.309362446467856,0.313333469734054,NA,NA,NA,-0.441770675443454
"4705",100080,-0.739274528086988,-0.217430084807866,NA,0.863095321215536,NA,0.236848582234922
"4711",100081,0.120549635151275,2.83018000256187,NA,NA,NA,NA
"4717",100084,-0.661108695065328,-0.251672894778313,2.19422162991415,0.702506480055833,NA,1.09510234929875
"4723",100086,-0.397299008617224,-0.13182305988175,NA,2.20133566421306,NA,0.955386619776732
"4729",100087,-0.00646984350892281,-0.0804588449260805,-0.0428104968885059,0.541917638896131,0.62351206938361,-0.1423798264677
"4735",100088,-0.0553234891474605,-0.405765539645322,0.454307753512083,0.863095321215536,-1.30926177337965,-0.00266409694568118
"4741",100090,-0.026011301764338,-0.0119732249851875,1.84623885463373,0.220739956576726,-0.530382762116842,0.196929802371488
"4747",100092,4.00929982797887,0.826975619290752,-0.937623347609566,0.00662150169712307,NA,0.456401871483808
"4753",100093,1.41028588000867,0.279090659763608,0.106324978231671,-0.421615408062083,-0.515959076723086,0.11709224264462
"4759",100099,0.511378800259576,3.03563686238455,-1.53416524809027,NA,NA,0.176970412439771
"4765",100102,-0.53408921640513,0.142119419881822,NA,NA,NA,1.13502112916218
"4771",100105,0.0130716147464922,0.45030470961584,0.802290528792496,0.167210342856826,NA,NA
"4777",100106,-0.563401403788252,-0.217430084807866,NA,NA,NA,1.11506173923047
"4783",100107,-0.661108695065328,-0.354401324689652,1.69710337951356,NA,NA,NA
"4789",100109,3.97021691146804,-0.457129754600992,-0.2913696220888,-0.153967339462579,-0.991940694717023,-0.282095555989719
"4795",100110,-0.739274528086988,-0.422886944630545,-0.539928747289095,1.61250991329415,NA,1.17493990902562
"4801",100113,-0.065094218275168,-0.166065869852197,1.6473915544735,0.327799184016528,0.046564653633384,0.276767362098356
"4807",100117,0.423442238110209,-0.354401324689652,-0.142234146968623,1.18427300353494,-1.52561705428598,-0.182298606331134
"4813",100118,-0.348445362978687,-0.457129754600992,0.00690132815155329,0.00662150169712307,-0.386145908179285,0.835630280186431
"4819",100121,-0.446152654255762,NA,NA,NA,NA,0.157011022508054
"4825",100122,-0.622025778554497,-0.18318727483742,0.802290528792496,-0.100437725742678,NA,-0.322014335853152
"4831",100124,-0.319133175595564,1.90562413335982,-1.3850297729701,NA,NA,0.0971328527129036
"4837",100125,-0.670879424193035,-0.542736779527108,NA,0.113680729136925,NA,-0.501648845238605
"4843",100126,-0.162801509552243,-0.542736779527108,NA,1.07721377609514,NA,-0.481689455306888
"4849",100127,-0.563401403788252,-0.542736779527108,2.69133988031473,1.55898029957425,NA,NA
"4855",100128,0.960832340134123,-0.440008349615769,1.3988324292732,0.702506480055833,NA,0.276767362098356
"4861",100130,-0.670879424193035,NA,NA,NA,NA,-0.262136166058002
"4867",100131,-0.709962340703865,-0.542736779527108,NA,0.648976866335933,NA,-1.02059298346325
"4873",100132,-0.455923383383469,-0.542736779527108,NA,1.29133223097474,NA,1.07514295936703
"4879",100134,0.110778906023568,0.809854214305528,NA,NA,NA,0.596117601005827
"4885",100135,-0.749045257214695,-0.440008349615769,-0.0925223219285646,0.43485841145633,NA,2.2128281854749
"4891",100137,-0.61225504942679,-0.200308679822643,NA,-0.261026566902381,NA,1.09510234929875
"4897",100140,-0.475464841638885,-0.440008349615769,1.00113782895273,0.756036093775735,-0.27075642502924,-0.0425828768091153
"4903",100142,0.14009109340669,1.73441008350758,-0.987335172649625,-1.2245596138606,0.609088383989854,-0.202257996262851
"4909",100150,0.14009109340669,1.3748605788179,-1.08675882272974,NA,NA,1.45437136806966
"4915",100151,-0.719733069831573,0.39894049466017,2.2439334549542,-0.582204249221786,NA,NA
"4921",100154,-0.543859945532837,-0.422886944630545,-1.43474159801016,0.595447252616032,NA,1.23481807882077
"4927",100156,-0.856523277619478,-0.388644134660099,-1.58387707313033,1.07721377609514,NA,NA
"4933",100157,-0.563401403788252,0.39894049466017,-0.2913696220888,1.23780261725484,NA,NA
"4939",100161,-0.338674633850979,-0.251672894778313,-0.191945972008683,1.82662836817375,NA,-0.00266409694568118
"4945",100166,-0.592713591171375,-0.542736779527108,NA,1.71956914073395,NA,-0.621405184828907
"4951",100167,-0.426611196000347,-0.388644134660099,NA,0.970154548655338,NA,1.23481807882077
"4957",100168,-0.426611196000347,-0.457129754600992,0.702866878712378,-0.582204249221786,-0.948669638535755,0.915467839913298
"4963",100173,-0.0553234891474605,0.690004379408966,-0.142234146968623,0.648976866335933,NA,-0.681283354624058
"4969",100175,0.530920258514992,0.416061899645394,-2.32955444873122,NA,NA,-0.341973725784869
"4975",100176,-0.377757550361809,-0.148944464866974,NA,-0.689263476661587,NA,0.995305399640166
"4981",100177,-0.192113696935366,-0.474251159586215,0.15603680327173,0.0601511154170239,NA,-0.0425828768091153
"4987",100179,-0.465694112511177,-0.354401324689652,NA,0.863095321215536,0.609088383989854,0.416483091620375
"4993",100180,0.0228423438741997,NA,NA,NA,NA,-0.421811285511737
"4999",100181,1.17578838094369,0.279090659763608,-0.142234146968623,-0.742793090381488,-0.0976722003041724,1.89347794656743
"5005",100183,-0.670879424193035,-0.542736779527108,NA,1.29133223097474,NA,NA
"5011",100187,-0.319133175595564,-0.542736779527108,NA,NA,NA,0.476361261415526
"5017",100189,-0.446152654255762,1.03243247911343,NA,NA,NA,0.875549060049865
"5023",100191,-0.436381925128054,-0.542736779527108,NA,0.970154548655338,NA,0.236848582234922
"5029",100200,-0.338674633850979,-0.320158514719206,NA,1.66603952701405,NA,1.31465563854764
"5035",100204,-0.846752548491771,-0.542736779527108,0.60344322863226,-0.0469081120227776,NA,1.0352241795036
"5041",100206,-0.00646984350892281,-0.217430084807866,NA,1.82662836817375,NA,0.695914550664412
"5047",100209,-0.778357444597818,-0.422886944630545,NA,1.34486184469464,NA,0.735833330527846
"5053",100211,-0.221425884318489,NA,NA,0.970154548655338,NA,NA
"5059",100212,-0.749045257214695,-0.474251159586215,-0.838199697529448,1.39839145841454,NA,NA
"5065",100213,-0.172572238679951,-0.13182305988175,NA,0.43485841145633,NA,-0.681283354624058
"5071",100217,2.43621243841796,-0.303037109733983,2.79076353039485,0.541917638896131,NA,1.77372160697713
"5077",100220,1.46891025477491,-0.0804588449260805,-0.390793272168918,0.541917638896131,NA,NA
"5083",100223,0.501608071131869,-0.354401324689652,-0.73877604744933,1.02368416237524,NA,0.675955160732695
"5089",100224,-0.104177134785998,-0.268794299763536,NA,NA,NA,2.95132561294843
"5095",100226,-0.319133175595564,-0.525615374541885,2.44278075511444,0.863095321215536,NA,-0.621405184828907
"5101",100228,-0.553630674660545,-0.474251159586215,NA,NA,NA,1.57412770765996
"5107",100230,-0.524318487277422,0.347576279704501,NA,0.863095321215536,NA,NA
"5113",100231,-0.240967342573904,-0.18318727483742,-0.0428104968885059,0.43485841145633,-1.46792231271096,0.616076990937544
"5119",100232,-0.670879424193035,0.895461239231645,2.54220440519456,0.00662150169712307,NA,-0.820999084146076
"5125",100234,-0.749045257214695,NA,NA,1.82662836817375,NA,2.77169110356298
"5131",100236,-0.328903904723272,-0.13182305988175,NA,0.916624934935437,NA,-0.421811285511737
"5137",100238,-0.104177134785998,-0.542736779527108,NA,1.07721377609514,NA,NA
"5143",100240,NA,NA,NA,NA,NA,NA
"5149",100242,-0.211655155190781,0.107876609911375,NA,0.756036093775735,NA,0.31668614196179
"5155",100243,-0.797898902853233,-0.440008349615769,0.354884103431966,1.61250991329415,NA,NA
"5161",100244,2.39712952190713,-0.542736779527108,0.404595928472025,0.113680729136925,1.2437305413151,0.236848582234922
"5167",100246,-0.485235570766592,0.724247189379412,NA,1.39839145841454,NA,NA
"5173",100248,-0.133489322169121,0.261969254778385,NA,1.29133223097474,NA,0.0172952929860357
"5179",100249,-0.280050259084734,0.604397354482849,NA,-0.314556180622282,NA,-1.18026810291698
"5185",100252,-0.113947863913706,-0.23455148979309,NA,0.648976866335933,NA,-0.880877253941227
"5191",100253,0.863125048857048,0.159240824867045,NA,0.274269570296627,-0.60250118908562,2.17290940561147
"5197",100254,-0.827211090236356,-0.542736779527108,0.15603680327173,1.07721377609514,NA,1.45437136806966
"5203",100255,0.00330088561878468,0.45030470961584,NA,1.29133223097474,NA,0.0971328527129036
"5209",100256,-0.749045257214695,-0.371522729674876,NA,1.29133223097474,NA,NA
"5215",100258,-0.827211090236356,-0.542736779527108,1.6473915544735,-0.689263476661587,NA,NA
"5221",100259,-0.57317213291596,-0.474251159586215,-0.639352397369213,1.13074338981504,NA,-0.840958474077793
"5227",100260,-0.553630674660545,-0.542736779527108,NA,0.0601511154170239,NA,-0.741161524419208
"5233",100264,1.90859306552175,-0.542736779527108,NA,2.57604296025236,NA,0.216889192303205
"5239",100265,0.618856820664359,-0.542736779527108,NA,0.541917638896131,-0.573653818298108,-0.501648845238605
"5245",100266,0.286652030322303,-0.542736779527108,1.24969695415303,1.07721377609514,-0.717890672235664,-0.1423798264677
"5251",100267,-0.504777029022007,-0.542736779527108,NA,0.863095321215536,NA,-0.1423798264677
"5257",100268,-0.446152654255762,-0.457129754600992,NA,NA,NA,1.2747368586842
"5263",100269,-0.709962340703865,-0.542736779527108,NA,2.73663180141206,NA,0.11709224264462
"5269",100275,-0.749045257214695,-0.0119732249851875,NA,0.00662150169712307,NA,-0.162339216399417
"5275",100276,-0.0944064056582907,0.107876609911375,NA,2.79016141513197,NA,1.35457441841107
"5281",100277,NA,NA,NA,NA,NA,NA
"5287",100281,-0.485235570766592,-0.0633374399408573,NA,-0.903381931541191,NA,2.01323428615773
"5293",100284,1.01945671490037,NA,NA,1.82662836817375,NA,NA
"5299",100285,-0.622025778554497,-0.217430084807866,NA,0.702506480055833,NA,2.49225964451894
"5305",100286,-0.221425884318489,-0.285915704748759,1.05084965399279,-0.100437725742678,0.118683080602162,-0.162339216399417
"5311",100287,-0.0846356765305832,-0.474251159586215,0.354884103431966,-0.582204249221786,0.407156788477275,1.31465563854764
"5317",100288,-0.543859945532837,NA,NA,NA,NA,-0.0226234868773981
"5323",100289,1.1953298391991,-0.491372564571438,NA,-0.956911545261091,-1.23714334641087,0.835630280186431
"5329",100290,-0.739274528086988,-0.542736779527108,1.24969695415303,1.07721377609514,NA,NA
"5335",100291,0.21825692642835,0.313333469734054,2.04508615479397,0.809565707495635,NA,1.01526478957188
"5341",100292,-0.367986821234102,0.313333469734054,0.305172278391907,-0.261026566902381,-0.689043301448154,0.11709224264462
"5347",100296,-0.76858671547011,-0.542736779527108,NA,0.916624934935437,NA,NA
"5353",100298,NA,NA,NA,NA,NA,NA
"5359",100299,-0.465694112511177,0.176362229852268,1.19998512911297,1.07721377609514,NA,-0.761120914350925
"5365",100302,-0.641567236809913,-0.422886944630545,NA,1.02368416237524,NA,-0.421811285511737
"5371",100307,-0.53408921640513,-0.440008349615769,-0.241657797048741,0.863095321215536,NA,1.25477746875249
"5377",100313,-0.240967342573904,-0.542736779527108,NA,NA,NA,-0.202257996262851
"5383",100314,-0.72950379895928,-0.542736779527108,NA,NA,NA,NA
"5389",100315,-0.57317213291596,-0.200308679822643,0.752578703752437,0.648976866335933,NA,-0.00266409694568118
"5395",100316,0.0521545312573224,0.193483634837491,-1.28560612288998,-0.421615408062083,NA,-0.880877253941227
"5401",100319,-0.104177134785998,1.04955388409865,NA,0.863095321215536,NA,-0.0226234868773981
"5407",100320,-0.348445362978687,-0.046216034955634,NA,0.863095321215536,NA,NA
"5413",100321,0.14009109340669,-0.542736779527108,0.702866878712378,NA,-1.46792231271096,1.07514295936703
"5419",100322,-0.670879424193035,NA,NA,NA,NA,NA
"5425",100326,NA,NA,NA,NA,NA,NA
"5431",101300,3.09085128997437,-0.0290946299704107,NA,NA,NA,0.216889192303205
"5437",101301,-0.631796507682205,-0.354401324689652,NA,-0.261026566902381,NA,0.855589670118147
"5443",101302,NA,NA,NA,NA,NA,NA
"5449",101303,NA,NA,NA,NA,NA,NA
"5455",101304,NA,NA,NA,NA,NA,NA
"5461",101305,-0.465694112511177,NA,NA,NA,NA,NA
"5467",101307,NA,NA,NA,NA,NA,NA
"5473",101308,NA,NA,NA,NA,NA,NA
"5479",101309,-0.026011301764338,0.775611404335082,NA,NA,NA,-0.242176776126285
"5485",101310,NA,NA,NA,NA,NA,NA
"5491",101311,NA,NA,NA,NA,NA,NA
"5497",101312,-0.328903904723272,-0.23455148979309,-2.32955444873122,NA,NA,-0.202257996262851
"5503",101313,-0.524318487277422,-0.491372564571438,1.24969695415303,NA,NA,0.137051632576337
"5509",103300,NA,NA,NA,NA,NA,NA
"5515",103301,NA,NA,NA,NA,NA,NA
"5521",103303,NA,NA,NA,NA,NA,NA
"5527",103304,NA,NA,NA,NA,NA,NA
"5533",110001,-0.270279529957026,0.227726444807938,0.702866878712378,-1.3851484550203,-0.227485368847973,-0.242176776126285
"5539",110002,-0.172572238679951,0.741368594364635,-0.987335172649625,-0.528674635501885,-0.50153539132933,0.795711500322997
"5545",110003,-0.465694112511177,-0.320158514719206,0.802290528792496,0.756036093775735,-0.689043301448154,-0.980674203599812
"5551",110004,0.198715468172935,0.279090659763608,0.802290528792496,NA,NA,NA
"5557",110005,-0.260508800829319,-0.525615374541885,1.54796790439338,-0.0469081120227776,0.118683080602162,0.57615821107411
"5563",110006,-0.446152654255762,-0.474251159586215,0.056613153191612,-0.903381931541191,-0.241909054241729,-0.701242744555775
"5569",110007,-0.524318487277422,-0.371522729674876,1.00113782895273,-0.368085794342182,-0.27075642502924,-0.60144579489719
"5575",110008,0.00330088561878468,-0.320158514719206,1.00113782895273,-0.261026566902381,NA,0.236848582234922
"5581",110010,0.0228423438741997,-0.542736779527108,0.354884103431966,-0.314556180622282,-0.126519571091684,-0.222217386194568
"5587",110011,-0.221425884318489,-0.0290946299704107,-0.241657797048741,-0.635733862941686,-0.386145908179285,-0.781080304282642
"5593",110015,-0.309362446467856,-0.422886944630545,-0.887911522569507,NA,NA,-0.900836643872944
"5599",110016,0.570003175025822,2.67608735769486,0.205748628311789,-0.689263476661587,NA,-0.262136166058002
"5605",110018,0.276881301194596,0.655761569438519,NA,-0.689263476661587,0.911985777258722,-0.1423798264677
"5611",110023,0.374588592471671,0.467426114601063,0.354884103431966,-0.421615408062083,0.320614676114741,0.137051632576337
"5617",110024,3.22764149776227,-0.422886944630545,-0.689064222409272,-0.475145021781984,0.046564653633384,-0.381892505648303
"5623",110025,0.0423838021296149,0.142119419881822,-1.88214802337069,0.220739956576726,1.15718842895257,-0.561527015033756
"5629",110026,1.77180285773385,NA,NA,NA,NA,0.416483091620375
"5635",110027,0.863125048857048,0.638640164453296,0.951426003912672,-0.689263476661587,NA,2.47230025458722
"5641",110028,-0.631796507682205,-0.457129754600992,0.056613153191612,-0.796322704101389,0.710054181746144,-0.122420436535983
"5647",110029,-0.582942862043667,-0.440008349615769,0.305172278391907,-0.153967339462579,-0.140943256485439,-0.0425828768091153
"5653",110030,-0.553630674660545,-0.422886944630545,-0.589640572329154,0.648976866335933,NA,0.0771734627811867
"5659",110031,-0.143260051296828,-0.0633374399408573,0.305172278391907,-0.84985231782129,NA,-0.960714813668095
"5665",110032,-0.485235570766592,0.878339834246421,-1.23589429784992,NA,NA,1.89347794656743
"5671",110034,0.120549635151275,-0.542736779527108,0.802290528792496,-1.11750038642079,-1.13617754865458,-1.06051176332668
"5677",110035,-0.299591717340149,-0.474251159586215,0.106324978231671,0.00662150169712307,-0.256332739635485,1.29469624861592
"5683",110036,2.16263202284215,2.2651736380495,0.404595928472025,0.167210342856826,-0.126519571091684,0.0172952929860357
"5689",110038,2.98337326956958,5.92915430488728,-0.341081447128859,0.167210342856826,-1.59773548125476,-0.0425828768091153
"5695",110039,-0.299591717340149,0.416061899645394,NA,NA,NA,0.795711500322997
"5701",110040,-0.280050259084734,-0.148944464866974,NA,NA,NA,3.1509195122656
"5707",110041,-0.348445362978687,0.142119419881822,-1.48445342305021,0.648976866335933,NA,0.755792720459563
"5713",110042,-0.289820988212441,-0.508493969556662,0.504019578552142,0.00662150169712307,-1.28041440259213,0.955386619776732
"5719",110043,1.00968598577266,-0.491372564571438,NA,0.113680729136925,0.796596294108678,-1.02059298346325
"5725",110044,-0.700191611576158,-0.491372564571438,NA,1.07721377609514,NA,-0.322014335853152
"5731",110045,-0.69042088244845,-0.457129754600992,NA,NA,NA,-0.701242744555775
"5737",110046,-0.280050259084734,-0.217430084807866,NA,NA,NA,-0.86091786400951
"5743",110050,-0.319133175595564,0.193483634837491,NA,NA,NA,0.735833330527846
"5749",110051,-0.143260051296828,0.50166892457151,1.84623885463373,-0.475145021781984,0.738901552533654,-0.322014335853152
"5755",110054,-0.836981819364063,-0.542736779527108,0.60344322863226,-0.0469081120227776,-1.79966707676734,-0.182298606331134
"5761",110064,-0.123718593041413,-0.046216034955634,NA,0.381328797736429,0.984104204227501,-0.880877253941227
"5767",110069,0.73610557019685,1.25501074392133,NA,-0.0469081120227776,0.0321409682396282,-0.940755423736378
"5773",110071,0.755647028452265,1.04955388409865,NA,NA,NA,-0.341973725784869
"5779",110073,1.56661754605199,5.92915430488728,-0.987335172649625,NA,NA,0.875549060049865
"5785",110074,-0.299591717340149,-0.525615374541885,0.60344322863226,-0.956911545261091,0.0321409682396282,-0.441770675443454
"5791",110075,2.36781733452401,3.90882851663094,-1.23589429784992,-0.0469081120227776,-1.22271966101711,-0.0425828768091153
"5797",110076,-0.485235570766592,-0.542736779527108,-0.241657797048741,0.648976866335933,-0.544806447510597,-0.202257996262851
"5803",110078,-0.0553234891474605,-0.542736779527108,0.404595928472025,0.274269570296627,-1.15060123404833,0.0572140728494695
"5809",110079,-0.221425884318489,-0.0975802499113037,-1.43474159801016,1.98721720933345,NA,-0.60144579489719
"5815",110082,-0.162801509552243,-0.525615374541885,0.404595928472025,0.113680729136925,NA,0.0771734627811867
"5821",110083,-0.0846356765305832,-0.440008349615769,0.205748628311789,-0.20749695318248,1.83510164245908,-0.182298606331134
"5827",110086,1.04876890228349,2.81305859757665,NA,NA,NA,-0.302054945921435
"5833",110087,-0.192113696935366,-0.525615374541885,0.404595928472025,-0.475145021781984,-0.386145908179285,1.53420892779652
"5839",110089,0.745876299324557,1.39198198380312,1.29940877919308,NA,-2.24680132397376,-0.322014335853152
"5845",110091,-0.143260051296828,-0.440008349615769,-0.390793272168918,-0.0469081120227776,NA,0.0771734627811867
"5851",110092,0.755647028452265,1.3748605788179,NA,NA,NA,-0.222217386194568
"5857",110095,-0.57317213291596,-0.508493969556662,0.752578703752437,0.863095321215536,1.33027265367764,-0.481689455306888
"5863",110100,-0.553630674660545,NA,NA,NA,NA,0.0971328527129036
"5869",110101,0.73610557019685,NA,NA,2.62957257397226,NA,1.13502112916218
"5875",110104,-0.182342967807658,-0.422886944630545,-1.63358889817039,NA,1.17161211434632,-1.14034932305355
"5881",110105,-0.465694112511177,-0.542736779527108,0.404595928472025,-0.689263476661587,-0.27075642502924,-0.0226234868773981
"5887",110107,-0.133489322169121,-0.440008349615769,-1.73301254825051,-0.528674635501885,NA,-0.701242744555775
"5893",110109,0.530920258514992,2.96715124244366,NA,NA,NA,-0.122420436535983
"5899",110111,-0.143260051296828,NA,NA,NA,NA,-0.40185189558002
"5905",110113,-0.221425884318489,NA,NA,1.61250991329415,NA,0.0372546829177526
"5911",110115,-0.69042088244845,-0.422886944630545,-0.191945972008683,-0.100437725742678,0.609088383989854,-1.16030871298526
"5917",110121,0.0716959895127374,-0.0804588449260805,NA,NA,NA,0.236848582234922
"5923",110122,0.00330088561878468,-0.491372564571438,0.255460453351848,0.863095321215536,NA,-0.302054945921435
"5929",110124,0.726334841069142,1.95698834831549,1.94566250471385,NA,NA,1.67392465731854
"5935",110125,-0.680650153320743,-0.422886944630545,-0.341081447128859,0.916624934935437,NA,-0.781080304282642
"5941",110128,0.560232445898114,0.090755204926152,-0.2913696220888,0.113680729136925,-0.0832485149104165,0.356604921825224
"5947",110129,-0.221425884318489,-0.337279919704429,-0.490216922249036,-0.475145021781984,-0.198637998060462,-0.0226234868773981
"5953",110130,NA,NA,NA,NA,NA,-0.561527015033756
"5959",110132,0.824042132346217,1.8200171084337,NA,NA,NA,-0.721202134487491
"5965",110135,-0.250738071701611,-0.440008349615769,0.702866878712378,-1.06397077270089,0.796596294108678,-0.761120914350925
"5971",110142,1.27349567222076,-0.285915704748759,NA,NA,NA,0.0172952929860357
"5977",110143,-0.0944064056582907,-0.440008349615769,-0.341081447128859,0.00662150169712307,NA,1.1549805190939
"5983",110146,0.208486197300643,1.71728867852236,NA,NA,-1.35253282956091,0.0971328527129036
"5989",110150,0.0423838021296149,1.99123115828593,0.056613153191612,-0.84985231782129,NA,-0.282095555989719
"5995",110153,0.452754425493331,2.59048033276875,NA,NA,NA,-1.12038993312183
"6001",110161,-0.0553234891474605,-0.457129754600992,0.653155053672319,-0.153967339462579,-0.963093323929511,0.496320651347243
"6007",110164,-0.622025778554497,-0.354401324689652,NA,-0.100437725742678,NA,-0.501648845238605
"6013",110165,-0.397299008617224,0.0393909899704822,1.34912060423314,-1.01044115898099,NA,0.536239431210676
"6019",110168,-0.504777029022007,-0.148944464866974,-1.18618247280986,-0.421615408062083,NA,-0.322014335853152
"6025",110177,-0.592713591171375,-0.542736779527108,0.305172278391907,0.541917638896131,NA,0.157011022508054
"6031",110184,-0.0748649474028757,-0.405765539645322,0.653155053672319,-0.475145021781984,-0.804432784598199,1.01526478957188
"6037",110187,-0.231196613446196,-0.542736779527108,NA,2.09427643677325,NA,0.755792720459563
"6043",110189,-0.0846356765305832,-0.148944464866974,0.454307753512083,NA,NA,-0.521608235170322
"6049",110190,NA,NA,NA,NA,NA,NA
"6055",110191,-0.367986821234102,-0.440008349615769,1.05084965399279,-0.20749695318248,NA,0.236848582234922
"6061",110192,-0.113947863913706,0.00514818000003578,1.34912060423314,-0.314556180622282,NA,0.0971328527129036
"6067",110194,1.04876890228349,NA,NA,NA,NA,-1.41978078209758
"6073",110198,-0.641567236809913,-0.542736779527108,2.4924925801545,-0.100437725742678,NA,-0.561527015033756
"6079",110200,NA,NA,NA,NA,NA,NA
"6085",110201,-0.739274528086988,-0.542736779527108,NA,2.09427643677325,NA,-0.481689455306888
"6091",110205,0.843583590601633,1.56319603365535,NA,NA,NA,-0.521608235170322
"6097",110209,NA,NA,NA,NA,NA,NA
"6103",110215,-0.455923383383469,-0.388644134660099,0.00690132815155329,-0.528674635501885,0.450427844658542,-0.501648845238605
"6109",110225,-0.153030780424536,-0.440008349615769,0.106324978231671,-0.100437725742678,-0.790009099204443,0.336645531893507
"6115",110226,-0.582942862043667,-0.542736779527108,-1.68330072321045,0.809565707495635,1.22930685592135,-0.521608235170322
"6121",110229,-0.289820988212441,-0.508493969556662,1.05084965399279,0.113680729136925,NA,-0.501648845238605
"6127",110230,-0.65133796593762,-0.542736779527108,-0.639352397369213,NA,NA,-0.202257996262851
"6133",110233,-0.817440361108648,-0.474251159586215,NA,NA,NA,NA
"6139",110234,0.0619252603850299,NA,NA,NA,NA,0.396523701688658
"6145",111300,-0.553630674660545,NA,NA,NA,NA,NA
"6151",111302,-0.661108695065328,NA,NA,-0.84985231782129,NA,NA
"6157",111303,-0.69042088244845,NA,NA,NA,NA,NA
"6163",111304,-0.582942862043667,-0.18318727483742,NA,NA,NA,-0.381892505648303
"6169",111305,-0.4950062998943,-0.268794299763536,NA,NA,NA,NA
"6175",111306,1.17578838094369,1.35773917383267,NA,NA,NA,-0.681283354624058
"6181",111308,2.37758806365172,NA,NA,NA,NA,-1.12038993312183
"6187",111310,-0.876064735874893,-0.542736779527108,NA,NA,NA,-0.381892505648303
"6193",111311,NA,NA,NA,NA,NA,NA
"6199",111312,NA,NA,NA,NA,NA,NA
"6205",111313,0.540690987642699,0.124998014896598,NA,NA,NA,-1.00063359353153
"6211",111314,NA,NA,NA,NA,NA,NA
"6217",111316,NA,NA,NA,NA,NA,NA
